Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Ticket Status,Date Case Closed,Victim Group,Resolution Category,Time Of Crime,Month of Crime,Year of crime,Resolution_Days,Reporting_Delay
29188,3 May 2023,1 May 2023,8:27 PM,Nagpur,334,FIREARM OFFENSE,65,F,Blunt Object,Fire Accident,10,Solved,9 Jun 2023,Senior,Moderate,Night,May,2023,39.25,0.38
14189,14 Aug 2021,14 Aug 2021,3:39 PM,Mumbai,598,FRAUD,60,M,Knife,Other Crime,19,Solved,9 Nov 2021,Senior,Moderate,Morning,Aug,2021,87.375,0.04
39021,13 Jun 2024,13 Jun 2024,10:27 PM,Kolkata,126,ILLEGAL POSSESSION,31,F,Other,Other Crime,1,Solved,25 Aug 2024,Adult,Moderate,Night,Jun,2024,73.04166667,0.96
25174,15 Nov 2022,14 Nov 2022,8:33 AM,Visakhapatnam,450,TRAFFIC VIOLATION,30,Other,Other,Traffic Fatality,7,Solved,9 Dec 2022,Adult,Fast,Morning,Nov,2022,24.95833333,2.79
1614,11 Mar 2020,8 Mar 2020,2:13 AM,Varanasi,149,COUNTERFEITING,49,F,Firearm,Other Crime,11,Solved,26 Apr 2020,Adult,Moderate,Night,Mar,2020,48.79166667,1.88
32040,29 Aug 2023,27 Aug 2023,1:48 PM,Delhi,325,EXTORTION,73,F,Explosives,Other Crime,7,Solved,30 Oct 2023,Senior,Moderate,Morning,Aug,2023,63.875,1.83
39115,19 Jun 2024,17 Jun 2024,9:22 AM,Chennai,359,VEHICLE - STOLEN,48,F,Unknown Weapon,Violent Crime,6,Active,Not Closed,Adult,Not Resolved,Morning,Jun,2024,Not Resolved,0.13
11575,27 Apr 2021,27 Apr 2021,11:07 PM,Kanpur,428,COUNTERFEITING,34,F,Explosives,Other Crime,19,Solved,4 Jun 2021,Adult,Moderate,Night,Apr,2021,38.125,0.38
3175,12 May 2020,12 May 2020,11:04 PM,Delhi,341,TRAFFIC VIOLATION,36,F,Firearm,Traffic Fatality,5,Active,Not Closed,Adult,Not Resolved,Night,May,2020,Not Resolved,2.50
6029,10 Sep 2020,8 Sep 2020,1:56 PM,Agra,597,CYBERCRIME,46,F,Knife,Other Crime,18,Active,Not Closed,Adult,Not Resolved,Morning,Sep,2020,Not Resolved,1.00
26064,22 Dec 2022,21 Dec 2022,11:01 AM,Mumbai,122,PUBLIC INTOXICATION,43,F,Unknown Weapon,Other Crime,2,Solved,2 Jan 2023,Adult,Fast,Morning,Dec,2022,12,0.96
14373,22 Aug 2021,21 Aug 2021,2:19 AM,Mumbai,378,ARSON,43,M,Unknown Weapon,Fire Accident,12,Active,Not Closed,Adult,Not Resolved,Night,Aug,2021,Not Resolved,2.29
709,1 Feb 2020,30 Jan 2020,8:20 PM,Surat,149,VEHICLE - STOLEN,48,F,Other,Violent Crime,18,Active,Not Closed,Adult,Not Resolved,Night,Jan,2020,Not Resolved,1.08
36994,22 Mar 2024,21 Mar 2024,4:13 AM,Lucknow,136,TRAFFIC VIOLATION,16,F,Other,Traffic Fatality,3,Active,Not Closed,Minor,Not Resolved,Night,Mar,2024,Not Resolved,0.08
31281,27 Jul 2023,27 Jul 2023,7:51 PM,Jaipur,560,VEHICLE - STOLEN,17,M,Other,Violent Crime,2,Solved,15 Sep 2023,Minor,Moderate,Afternoon,Jul,2023,50.08333333,2.58
27809,7 Mar 2023,4 Mar 2023,10:06 PM,Hyderabad,364,ROBBERY,67,Other,Knife,Violent Crime,9,Solved,3 Aug 2023,Senior,Slow,Night,Mar,2023,151.5833333,2.54
19533,27 Mar 2022,24 Mar 2022,4:48 PM,Agra,492,FRAUD,53,M,Explosives,Other Crime,17,Active,Not Closed,Adult,Not Resolved,Afternoon,Mar,2022,Not Resolved,2.67
16394,16 Nov 2021,14 Nov 2021,12:17 PM,Bangalore,200,FIREARM OFFENSE,64,F,Unknown Weapon,Fire Accident,14,Solved,10 Feb 2022,Senior,Moderate,Morning,Nov,2021,88.66666667,0.58
27752,2 Mar 2023,2 Mar 2023,5:06 PM,Lucknow,138,VEHICLE - STOLEN,47,Other,Knife,Violent Crime,10,Active,Not Closed,Adult,Not Resolved,Afternoon,Mar,2023,Not Resolved,0.42
19237,12 Mar 2022,12 Mar 2022,7:42 PM,Bangalore,357,CYBERCRIME,63,Other,Poison,Other Crime,18,Solved,6 Jun 2022,Senior,Moderate,Afternoon,Mar,2022,86.41666667,1.33
19689,1 Apr 2022,31 Mar 2022,3:11 AM,Delhi,447,FRAUD,15,Other,Firearm,Other Crime,4,Active,Not Closed,Minor,Not Resolved,Night,Mar,2022,Not Resolved,1.25
34273,30 Nov 2023,29 Nov 2023,1:54 AM,Hyderabad,409,FRAUD,33,F,Explosives,Other Crime,18,Active,Not Closed,Adult,Not Resolved,Night,Nov,2023,Not Resolved,0.88
36833,15 Mar 2024,14 Mar 2024,9:27 AM,Delhi,419,IDENTITY THEFT,18,F,Blunt Object,Violent Crime,15,Active,Not Closed,Adult,Not Resolved,Morning,Mar,2024,Not Resolved,0.08
1853,18 Mar 2020,18 Mar 2020,6:40 PM,Delhi,470,ARSON,30,F,Explosives,Fire Accident,10,Solved,30 May 2020,Adult,Moderate,Afternoon,Mar,2020,73.08333333,2.42
19984,15 Apr 2022,12 Apr 2022,11:54 PM,Chennai,230,TRAFFIC VIOLATION,30,M,Firearm,Traffic Fatality,4,Solved,5 May 2022,Adult,Fast,Night,Apr,2022,22.41666667,0.63
5918,4 Sep 2020,3 Sep 2020,2:41 PM,Bangalore,513,BURGLARY,59,F,Blunt Object,Other Crime,10,Solved,1 Feb 2021,Adult,Slow,Morning,Sep,2020,150.625,0.42
10979,2 Apr 2021,2 Apr 2021,12:22 PM,Bangalore,176,HOMICIDE,56,M,Firearm,Other Crime,4,Active,Not Closed,Adult,Not Resolved,Morning,Apr,2021,Not Resolved,2.83
26267,2 Jan 2023,30 Dec 2022,4:47 AM,Hyderabad,515,DRUG OFFENSE,42,F,Firearm,Other Crime,16,Active,Not Closed,Adult,Not Resolved,Night,Dec,2022,Not Resolved,0.08
21771,26 Jun 2022,26 Jun 2022,5:59 PM,Delhi,551,DOMESTIC VIOLENCE,47,M,Unknown Weapon,Violent Crime,6,Active,Not Closed,Adult,Not Resolved,Afternoon,Jun,2022,Not Resolved,0.92
7067,22 Oct 2020,21 Oct 2020,6:42 PM,Delhi,184,ROBBERY,72,M,Explosives,Violent Crime,19,Active,Not Closed,Senior,Not Resolved,Afternoon,Oct,2020,Not Resolved,1.63
28973,23 Apr 2023,22 Apr 2023,5:54 PM,Kolkata,346,ASSAULT,77,Other,Poison,Violent Crime,11,Solved,15 Jul 2023,Senior,Moderate,Afternoon,Apr,2023,84.625,1.88
14436,26 Aug 2021,24 Aug 2021,3:18 AM,Indore,235,FRAUD,24,F,Other,Other Crime,15,Active,Not Closed,Adult,Not Resolved,Night,Aug,2021,Not Resolved,0.38
15689,16 Oct 2021,15 Oct 2021,12:34 PM,Kolkata,274,ILLEGAL POSSESSION,37,F,Unknown Weapon,Other Crime,4,Active,Not Closed,Adult,Not Resolved,Morning,Oct,2021,Not Resolved,0.17
32276,6 Sep 2023,6 Sep 2023,11:34 PM,Indore,562,VEHICLE - STOLEN,63,F,Poison,Violent Crime,11,Solved,20 Nov 2023,Senior,Moderate,Night,Sep,2023,75.16666667,0.71
35061,1 Jan 2024,31 Dec 2023,4:20 AM,Delhi,417,ILLEGAL POSSESSION,51,F,Unknown Weapon,Other Crime,8,Solved,31 Jan 2024,Adult,Fast,Night,Dec,2023,30.70833333,2.58
20840,20 May 2022,18 May 2022,1:06 AM,Delhi,221,SHOPLIFTING,61,M,Unknown Weapon,Other Crime,16,Active,Not Closed,Senior,Not Resolved,Night,May,2022,Not Resolved,2.79
17614,6 Jan 2022,3 Jan 2022,8:09 PM,Visakhapatnam,150,FIREARM OFFENSE,29,F,Blunt Object,Fire Accident,10,Active,Not Closed,Adult,Not Resolved,Night,Jan,2022,Not Resolved,2.29
17680,8 Jan 2022,6 Jan 2022,4:42 PM,Mumbai,555,KIDNAPPING,52,Other,Other,Other Crime,14,Active,Not Closed,Adult,Not Resolved,Afternoon,Jan,2022,Not Resolved,2.38
11102,9 Apr 2021,7 Apr 2021,4:33 PM,Nagpur,322,ILLEGAL POSSESSION,15,F,Poison,Other Crime,6,Solved,30 Apr 2021,Minor,Fast,Afternoon,Apr,2021,23.375,0.25
39520,4 Jul 2024,4 Jul 2024,6:05 PM,Chennai,338,HOMICIDE,50,F,Knife,Other Crime,8,Solved,30 Jun 2026,Adult,Very Slow,Afternoon,Jul,2024,726.25,0.71
21514,16 Jun 2022,15 Jun 2022,7:50 PM,Bangalore,281,ASSAULT,69,F,Blunt Object,Violent Crime,5,Solved,15 Aug 2022,Senior,Moderate,Afternoon,Jun,2022,60.70833333,2.79
24999,10 Nov 2022,7 Nov 2022,6:50 PM,Bangalore,411,EXTORTION,16,M,Unknown Weapon,Other Crime,4,Solved,24 Dec 2022,Minor,Moderate,Afternoon,Nov,2022,46.79166667,0.71
132,7 Jan 2020,6 Jan 2020,6:55 AM,Lucknow,295,IDENTITY THEFT,39,F,Knife,Violent Crime,8,Active,Not Closed,Adult,Not Resolved,Morning,Jan,2020,Not Resolved,1.42
39447,3 Jul 2024,1 Jul 2024,5:55 AM,Jaipur,250,TRAFFIC VIOLATION,78,F,Knife,Traffic Fatality,7,Solved,27 Jul 2024,Senior,Fast,Night,Jul,2024,25.41666667,1.17
24856,2 Nov 2022,1 Nov 2022,1:50 PM,Ludhiana,455,ASSAULT,11,M,Firearm,Violent Crime,19,Solved,7 Jan 2023,Minor,Moderate,Morning,Nov,2022,67.16666667,2.67
16967,10 Dec 2021,7 Dec 2021,11:56 PM,Chennai,323,ILLEGAL POSSESSION,54,F,Knife,Other Crime,9,Active,Not Closed,Adult,Not Resolved,Night,Dec,2021,Not Resolved,0.21
40038,26 Jul 2024,26 Jul 2024,12:04 AM,Thane,146,DOMESTIC VIOLENCE,29,F,Poison,Violent Crime,10,Active,Not Closed,Adult,Not Resolved,Night,Jul,2024,Not Resolved,1.00
34902,26 Dec 2023,25 Dec 2023,10:32 AM,Mumbai,504,FRAUD,14,M,Knife,Other Crime,15,Active,Not Closed,Minor,Not Resolved,Morning,Dec,2023,Not Resolved,1.00
30174,12 Jun 2023,11 Jun 2023,6:54 PM,Jaipur,580,FIREARM OFFENSE,52,M,Blunt Object,Fire Accident,2,Active,Not Closed,Adult,Not Resolved,Afternoon,Jun,2023,Not Resolved,0.33
39120,18 Jun 2024,17 Jun 2024,11:31 PM,Ahmedabad,596,HOMICIDE,49,F,Other,Other Crime,10,Solved,10 Jan 2025,Adult,Very Slow,Night,Jun,2024,206.3333333,1.04
5817,31 Aug 2020,30 Aug 2020,7:53 PM,Agra,355,DRUG OFFENSE,24,M,Knife,Other Crime,12,Active,Not Closed,Adult,Not Resolved,Afternoon,Aug,2020,Not Resolved,1.83
20132,20 Apr 2022,18 Apr 2022,8:31 AM,Nagpur,452,SHOPLIFTING,49,F,Knife,Other Crime,5,Solved,20 May 2022,Adult,Fast,Morning,Apr,2022,31.83333333,0.75
25015,9 Nov 2022,8 Nov 2022,9:56 AM,Agra,560,COUNTERFEITING,21,F,Blunt Object,Other Crime,13,Active,Not Closed,Adult,Not Resolved,Morning,Nov,2022,Not Resolved,1.04
5066,31 Jul 2020,30 Jul 2020,2:47 AM,Lucknow,426,SHOPLIFTING,26,F,Blunt Object,Other Crime,2,Active,Not Closed,Adult,Not Resolved,Night,Jul,2020,Not Resolved,2.13
16972,10 Dec 2021,8 Dec 2021,9:32 PM,Chennai,204,KIDNAPPING,23,F,Poison,Other Crime,3,Active,Not Closed,Adult,Not Resolved,Night,Dec,2021,Not Resolved,1.17
30444,23 Jun 2023,22 Jun 2023,8:38 AM,Bangalore,426,VEHICLE - STOLEN,56,F,Blunt Object,Violent Crime,19,Active,Not Closed,Adult,Not Resolved,Morning,Jun,2023,Not Resolved,1.38
8506,21 Dec 2020,20 Dec 2020,5:55 AM,Patna,460,SEXUAL ASSAULT,75,F,Knife,Violent Crime,17,Solved,31 Jul 2022,Senior,Very Slow,Night,Dec,2020,588.375,0.67
32371,11 Sep 2023,10 Sep 2023,9:18 PM,Jaipur,355,HOMICIDE,53,M,Knife,Other Crime,12,Solved,21 Sep 2024,Adult,Very Slow,Night,Sep,2023,376.6666667,2.42
35156,7 Jan 2024,4 Jan 2024,6:28 PM,Bangalore,403,VEHICLE - STOLEN,75,F,Poison,Violent Crime,5,Solved,20 Mar 2024,Senior,Moderate,Afternoon,Jan,2024,75.41666667,0.46
29443,12 May 2023,11 May 2023,6:35 AM,Lucknow,307,TRAFFIC VIOLATION,30,F,Firearm,Traffic Fatality,17,Active,Not Closed,Adult,Not Resolved,Morning,May,2023,Not Resolved,0.88
32047,29 Aug 2023,28 Aug 2023,1:40 PM,Pune,452,SEXUAL ASSAULT,14,F,Poison,Violent Crime,5,Solved,24 May 2025,Minor,Very Slow,Morning,Aug,2023,634.875,2.88
10493,16 Mar 2021,13 Mar 2021,2:47 PM,Delhi,584,FIREARM OFFENSE,49,M,Poison,Fire Accident,14,Active,Not Closed,Adult,Not Resolved,Morning,Mar,2021,Not Resolved,2.42
17520,2 Jan 2022,30 Dec 2021,6:27 PM,Bangalore,158,DOMESTIC VIOLENCE,52,F,Knife,Violent Crime,9,Solved,12 Feb 2022,Adult,Moderate,Afternoon,Dec,2021,43.41666667,2.13
14694,6 Sep 2021,4 Sep 2021,9:15 PM,Nagpur,421,ROBBERY,69,F,Unknown Weapon,Violent Crime,19,Solved,11 Oct 2021,Senior,Moderate,Night,Sep,2021,37.125,2.21
13677,26 Jul 2021,23 Jul 2021,10:24 PM,Indore,116,FIREARM OFFENSE,24,M,Knife,Fire Accident,13,Active,Not Closed,Adult,Not Resolved,Night,Jul,2021,Not Resolved,0.50
7714,17 Nov 2020,17 Nov 2020,12:37 AM,Rajkot,385,CYBERCRIME,72,F,Explosives,Other Crime,16,Solved,20 Dec 2020,Senior,Moderate,Night,Nov,2020,33.5,1.71
4833,22 Jul 2020,20 Jul 2020,10:51 PM,Meerut,212,SHOPLIFTING,14,F,Firearm,Other Crime,3,Solved,5 Sep 2020,Minor,Moderate,Night,Jul,2020,46.70833333,0.04
9542,1 Feb 2021,1 Feb 2021,2:37 PM,Nagpur,164,ILLEGAL POSSESSION,26,F,Firearm,Other Crime,9,Active,Not Closed,Adult,Not Resolved,Morning,Feb,2021,Not Resolved,0.17
38242,12 May 2024,12 May 2024,1:55 AM,Bangalore,326,ILLEGAL POSSESSION,16,F,Blunt Object,Other Crime,5,Active,Not Closed,Minor,Not Resolved,Night,May,2024,Not Resolved,1.33
9635,6 Feb 2021,5 Feb 2021,7:33 AM,Hyderabad,417,DRUG OFFENSE,21,M,Poison,Other Crime,12,Active,Not Closed,Adult,Not Resolved,Morning,Feb,2021,Not Resolved,0.21
11567,27 Apr 2021,26 Apr 2021,10:59 AM,Visakhapatnam,207,SEXUAL ASSAULT,37,M,Blunt Object,Violent Crime,19,Solved,24 Nov 2022,Adult,Very Slow,Morning,Apr,2021,576.2083333,0.96
27926,10 Mar 2023,9 Mar 2023,1:06 PM,Indore,213,BURGLARY,22,M,Unknown Weapon,Other Crime,17,Solved,23 May 2023,Adult,Moderate,Morning,Mar,2023,74.95833333,2.96
27267,13 Feb 2023,10 Feb 2023,9:49 AM,Mumbai,336,VEHICLE - STOLEN,32,F,Unknown Weapon,Violent Crime,15,Solved,2 Mar 2023,Adult,Fast,Morning,Feb,2023,19.95833333,1.33
21196,3 Jun 2022,2 Jun 2022,8:36 AM,Nagpur,464,COUNTERFEITING,78,M,Unknown Weapon,Other Crime,11,Solved,19 Aug 2022,Senior,Moderate,Morning,Jun,2022,78.33333333,1.08
29088,28 Apr 2023,26 Apr 2023,10:04 AM,Surat,212,IDENTITY THEFT,30,F,Unknown Weapon,Violent Crime,9,Active,Not Closed,Adult,Not Resolved,Morning,Apr,2023,Not Resolved,2.58
17801,14 Jan 2022,11 Jan 2022,4:27 PM,Hyderabad,416,DOMESTIC VIOLENCE,53,M,Unknown Weapon,Violent Crime,11,Solved,5 Feb 2022,Adult,Fast,Afternoon,Jan,2022,24.58333333,1.38
38485,23 May 2024,22 May 2024,6:25 AM,Kolkata,282,KIDNAPPING,24,F,Poison,Other Crime,14,Solved,17 Aug 2024,Adult,Moderate,Morning,May,2024,87.375,0.29
6181,14 Sep 2020,14 Sep 2020,11:22 PM,Visakhapatnam,450,SEXUAL ASSAULT,70,F,Unknown Weapon,Violent Crime,6,Solved,2 Aug 2022,Senior,Very Slow,Night,Sep,2020,687.2916667,0.67
7590,12 Nov 2020,12 Nov 2020,7:18 PM,Hyderabad,346,ILLEGAL POSSESSION,14,M,Blunt Object,Other Crime,2,Solved,8 Jan 2021,Minor,Moderate,Afternoon,Nov,2020,57.66666667,1.04
2347,8 Apr 2020,7 Apr 2020,4:27 AM,Mumbai,322,HOMICIDE,10,F,Poison,Other Crime,8,Active,Not Closed,Minor,Not Resolved,Night,Apr,2020,Not Resolved,0.88
8705,29 Dec 2020,28 Dec 2020,7:25 AM,Delhi,392,ARSON,76,M,Poison,Fire Accident,14,Active,Not Closed,Senior,Not Resolved,Morning,Dec,2020,Not Resolved,0.67
18494,10 Feb 2022,9 Feb 2022,6:25 PM,Delhi,297,FRAUD,34,F,Firearm,Other Crime,13,Solved,5 May 2022,Adult,Moderate,Afternoon,Feb,2022,84.66666667,2.42
26850,26 Jan 2023,23 Jan 2023,3:57 AM,Ghaziabad,219,ARSON,15,M,Poison,Fire Accident,11,Solved,8 Mar 2023,Minor,Moderate,Night,Jan,2023,43.41666667,1.63
33577,1 Nov 2023,31 Oct 2023,4:12 AM,Chennai,196,FIREARM OFFENSE,35,M,Unknown Weapon,Fire Accident,1,Solved,28 Jan 2024,Adult,Moderate,Night,Oct,2023,89.625,0.38
29832,28 May 2023,27 May 2023,5:44 AM,Bangalore,162,SEXUAL ASSAULT,79,F,Unknown Weapon,Violent Crime,3,Active,Not Closed,Senior,Not Resolved,Night,May,2023,Not Resolved,1.71
1023,14 Feb 2020,12 Feb 2020,3:00 PM,Kolkata,423,COUNTERFEITING,55,F,Firearm,Other Crime,6,Active,Not Closed,Adult,Not Resolved,Morning,Feb,2020,Not Resolved,2.96
39079,19 Jun 2024,16 Jun 2024,1:19 AM,Ludhiana,293,KIDNAPPING,34,F,Blunt Object,Other Crime,4,Active,Not Closed,Adult,Not Resolved,Night,Jun,2024,Not Resolved,2.08
26658,17 Jan 2023,15 Jan 2023,4:17 AM,Indore,531,HOMICIDE,64,Other,Other,Other Crime,3,Solved,30 May 2024,Senior,Very Slow,Night,Jan,2023,501.0833333,2.17
34910,27 Dec 2023,25 Dec 2023,3:01 AM,Hyderabad,167,ARSON,13,F,Other,Fire Accident,5,Solved,23 Jan 2024,Minor,Fast,Night,Dec,2023,29.16666667,0.75
36247,20 Feb 2024,19 Feb 2024,1:02 AM,Mumbai,114,FRAUD,68,F,Unknown Weapon,Other Crime,7,Active,Not Closed,Senior,Not Resolved,Night,Feb,2024,Not Resolved,2.00
24663,26 Oct 2022,24 Oct 2022,8:48 PM,Kolkata,147,SEXUAL ASSAULT,16,M,Poison,Violent Crime,18,Solved,8 Aug 2024,Minor,Very Slow,Night,Oct,2022,654,1.29
1386,29 Feb 2020,27 Feb 2020,8:27 AM,Kalyan,532,KIDNAPPING,72,F,Poison,Other Crime,14,Solved,18 Apr 2020,Senior,Moderate,Morning,Feb,2020,50.29166667,2.50
28371,30 Mar 2023,28 Mar 2023,5:48 AM,Kolkata,321,SHOPLIFTING,61,Other,Unknown Weapon,Other Crime,9,Active,Not Closed,Senior,Not Resolved,Night,Mar,2023,Not Resolved,2.58
33942,17 Nov 2023,15 Nov 2023,7:47 AM,Delhi,478,PUBLIC INTOXICATION,30,F,Other,Other Crime,1,Solved,24 Nov 2023,Adult,Very Fast,Morning,Nov,2023,9.583333333,1.63
2342,9 Apr 2020,7 Apr 2020,9:10 AM,Thane,411,FIREARM OFFENSE,42,M,Firearm,Fire Accident,3,Solved,23 Jun 2020,Adult,Moderate,Morning,Apr,2020,76.625,1.50
23751,18 Sep 2022,16 Sep 2022,8:46 PM,Patna,381,KIDNAPPING,68,Other,Unknown Weapon,Other Crime,13,Active,Not Closed,Senior,Not Resolved,Night,Sep,2022,Not Resolved,0.42
17210,18 Dec 2021,18 Dec 2021,12:18 PM,Delhi,382,CYBERCRIME,21,Other,Explosives,Other Crime,12,Active,Not Closed,Adult,Not Resolved,Morning,Dec,2021,Not Resolved,0.54
5841,31 Aug 2020,31 Aug 2020,1:35 AM,Delhi,157,SHOPLIFTING,24,M,Unknown Weapon,Other Crime,19,Solved,23 Nov 2020,Adult,Moderate,Night,Aug,2020,84.54166667,1.29
9563,3 Feb 2021,2 Feb 2021,5:30 PM,Ghaziabad,330,HOMICIDE,16,M,Other,Other Crime,5,Active,Not Closed,Minor,Not Resolved,Afternoon,Feb,2021,Not Resolved,1.00
11270,15 Apr 2021,14 Apr 2021,7:13 PM,Srinagar,227,ASSAULT,32,M,Unknown Weapon,Violent Crime,5,Active,Not Closed,Adult,Not Resolved,Afternoon,Apr,2021,Not Resolved,2.96
39388,2 Jul 2024,29 Jun 2024,8:26 PM,Chennai,168,HOMICIDE,39,M,Blunt Object,Other Crime,9,Solved,29 Apr 2025,Adult,Very Slow,Night,Jun,2024,303.9583333,2.71
29627,22 May 2023,19 May 2023,1:48 AM,Bangalore,514,ROBBERY,48,F,Firearm,Violent Crime,3,Solved,12 Nov 2023,Adult,Slow,Night,May,2023,176.7083333,2.13
35283,12 Jan 2024,10 Jan 2024,5:47 PM,Bhopal,121,ARSON,25,M,Knife,Fire Accident,13,Solved,5 Apr 2024,Adult,Moderate,Afternoon,Jan,2024,86.125,2.79
15351,4 Oct 2021,1 Oct 2021,11:42 AM,Kolkata,197,TRAFFIC VIOLATION,30,F,Firearm,Traffic Fatality,17,Solved,24 Oct 2021,Adult,Fast,Morning,Oct,2021,22.79166667,1.88
34742,20 Dec 2023,18 Dec 2023,1:00 AM,Chennai,539,FIREARM OFFENSE,22,M,Firearm,Fire Accident,10,Solved,22 Jan 2024,Adult,Moderate,Night,Dec,2023,34.875,0.88
26568,12 Jan 2023,11 Jan 2023,3:32 AM,Bangalore,502,EXTORTION,22,F,Other,Other Crime,18,Active,Not Closed,Adult,Not Resolved,Night,Jan,2023,Not Resolved,2.04
17118,16 Dec 2021,14 Dec 2021,1:58 PM,Jaipur,335,DOMESTIC VIOLENCE,54,F,Knife,Violent Crime,18,Active,Not Closed,Adult,Not Resolved,Morning,Dec,2021,Not Resolved,2.04
21144,2 Jun 2022,30 May 2022,4:39 PM,Mumbai,549,KIDNAPPING,65,M,Other,Other Crime,16,Solved,23 Jun 2022,Senior,Fast,Afternoon,May,2022,23.04166667,2.46
17899,18 Jan 2022,15 Jan 2022,11:45 PM,Delhi,595,PUBLIC INTOXICATION,34,Other,Poison,Other Crime,15,Active,Not Closed,Adult,Not Resolved,Night,Jan,2022,Not Resolved,1.42
24304,11 Oct 2022,9 Oct 2022,9:52 AM,Delhi,162,FIREARM OFFENSE,35,F,Firearm,Fire Accident,13,Solved,2 Jan 2023,Adult,Moderate,Morning,Oct,2022,84.41666667,2.79
33858,14 Nov 2023,11 Nov 2023,1:05 AM,Pune,188,CYBERCRIME,77,M,Explosives,Other Crime,13,Active,Not Closed,Senior,Not Resolved,Night,Nov,2023,Not Resolved,1.33
26100,24 Dec 2022,23 Dec 2022,5:47 AM,Kanpur,138,VEHICLE - STOLEN,64,F,Other,Violent Crime,8,Active,Not Closed,Senior,Not Resolved,Night,Dec,2022,Not Resolved,2.71
13594,23 Jul 2021,20 Jul 2021,1:05 PM,Hyderabad,358,SHOPLIFTING,72,F,Blunt Object,Other Crime,6,Solved,8 Sep 2021,Senior,Moderate,Morning,Jul,2021,49.70833333,2.54
39809,19 Jul 2024,16 Jul 2024,8:55 AM,Lucknow,555,SHOPLIFTING,49,F,Unknown Weapon,Other Crime,17,Active,Not Closed,Adult,Not Resolved,Morning,Jul,2024,Not Resolved,1.46
21988,6 Jul 2022,5 Jul 2022,6:05 AM,Chennai,263,TRAFFIC VIOLATION,44,M,Other,Traffic Fatality,14,Active,Not Closed,Adult,Not Resolved,Morning,Jul,2022,Not Resolved,0.38
9849,14 Feb 2021,14 Feb 2021,9:05 AM,Ahmedabad,455,IDENTITY THEFT,43,F,Other,Violent Crime,13,Solved,9 May 2021,Adult,Moderate,Morning,Feb,2021,84.375,2.33
36915,20 Mar 2024,18 Mar 2024,1:04 AM,Meerut,211,COUNTERFEITING,28,F,Knife,Other Crime,13,Active,Not Closed,Adult,Not Resolved,Night,Mar,2024,Not Resolved,2.33
25756,11 Dec 2022,9 Dec 2022,8:05 AM,Bangalore,574,ASSAULT,63,M,Explosives,Violent Crime,12,Solved,14 Feb 2023,Senior,Moderate,Morning,Dec,2022,67.33333333,2.25
22512,29 Jul 2022,26 Jul 2022,9:48 AM,Delhi,197,HOMICIDE,13,M,Explosives,Other Crime,7,Solved,29 Apr 2024,Minor,Very Slow,Morning,Jul,2022,642.25,0.88
6410,24 Sep 2020,24 Sep 2020,8:40 PM,Delhi,563,HOMICIDE,71,M,Poison,Other Crime,14,Active,Not Closed,Senior,Not Resolved,Night,Sep,2020,Not Resolved,0.58
11945,13 May 2021,12 May 2021,7:55 PM,Delhi,352,SEXUAL ASSAULT,10,F,Other,Violent Crime,3,Solved,19 Jun 2022,Minor,Very Slow,Afternoon,May,2021,402.5833333,2.00
32613,22 Sep 2023,20 Sep 2023,4:29 PM,Delhi,355,KIDNAPPING,54,M,Knife,Other Crime,19,Solved,12 Dec 2023,Adult,Moderate,Afternoon,Sep,2023,83,2.71
3850,12 Jun 2020,9 Jun 2020,10:53 PM,Kolkata,144,HOMICIDE,69,F,Other,Other Crime,7,Active,Not Closed,Senior,Not Resolved,Night,Jun,2020,Not Resolved,1.50
4338,1 Jul 2020,29 Jun 2020,1:11 AM,Hyderabad,186,ARSON,43,M,Unknown Weapon,Fire Accident,2,Solved,27 Jul 2020,Adult,Fast,Night,Jun,2020,27.5,0.08
10598,17 Mar 2021,17 Mar 2021,11:11 PM,Pune,518,TRAFFIC VIOLATION,42,F,Explosives,Traffic Fatality,3,Solved,12 Apr 2021,Adult,Fast,Night,Mar,2021,26.08333333,1.42
35706,29 Jan 2024,27 Jan 2024,5:10 AM,Visakhapatnam,126,HOMICIDE,62,F,Knife,Other Crime,19,Active,Not Closed,Senior,Not Resolved,Night,Jan,2024,Not Resolved,1.42
10851,29 Mar 2021,28 Mar 2021,6:01 AM,Kolkata,152,SHOPLIFTING,66,F,Unknown Weapon,Other Crime,16,Active,Not Closed,Senior,Not Resolved,Morning,Mar,2021,Not Resolved,1.88
34052,21 Nov 2023,19 Nov 2023,10:48 PM,Mumbai,558,ARSON,31,M,Blunt Object,Fire Accident,7,Active,Not Closed,Adult,Not Resolved,Night,Nov,2023,Not Resolved,0.92
7840,23 Nov 2020,22 Nov 2020,2:53 AM,Mumbai,477,VANDALISM,51,M,Blunt Object,Other Crime,2,Solved,6 Feb 2021,Adult,Moderate,Night,Nov,2020,75.91666667,0.04
4484,5 Jul 2020,5 Jul 2020,3:04 AM,Hyderabad,539,HOMICIDE,68,F,Explosives,Other Crime,12,Active,Not Closed,Senior,Not Resolved,Night,Jul,2020,Not Resolved,1.96
2210,4 Apr 2020,2 Apr 2020,4:24 AM,Kolkata,283,ASSAULT,68,F,Unknown Weapon,Violent Crime,12,Solved,11 Jun 2020,Senior,Moderate,Night,Apr,2020,69.95833333,0.17
